game_pk,game_date,team,opponent,is_home,runs,runs_allowed
778166,2025-04-26,Minnesota Twins,Los Angeles Angels,1,5,1
778166,2025-04-26,Los Angeles Angels,Minnesota Twins,0,1,5
778164,2025-04-26,St. Louis Cardinals,Milwaukee Brewers,1,6,5
778164,2025-04-26,Milwaukee Brewers,St. Louis Cardinals,0,5,6
778161,2025-04-26,Colorado Rockies,Cincinnati Reds,1,4,6
778161,2025-04-26,Cincinnati Reds,Colorado Rockies,0,6,4
778173,2025-04-26,Washington Nationals,New York Mets,1,0,2
778173,2025-04-26,New York Mets,Washington Nationals,0,2,0
778159,2025-04-26,San Francisco Giants,Texas Rangers,1,3,2
778159,2025-04-26,Texas Rangers,San Francisco Giants,0,2,3
778174,2025-04-26,Chicago Cubs,Philadelphia Phillies,1,4,10
778174,2025-04-26,Philadelphia Phillies,Chicago Cubs,0,10,4
778165,2025-04-26,Athletics,Chicago White Sox,1,3,10
778165,2025-04-26,Chicago White Sox,Athletics,0,10,3
778167,2025-04-26,Kansas City Royals,Houston Astros,1,2,0
778167,2025-04-26,Houston Astros,Kansas City Royals,0,0,2
778162,2025-04-26,Arizona Diamondbacks,Atlanta Braves,1,7,8
778162,2025-04-26,Atlanta Braves,Arizona Diamondbacks,0,8,7
778160,2025-04-26,San Diego Padres,Tampa Bay Rays,1,1,4
778160,2025-04-26,Tampa Bay Rays,San Diego Padres,0,4,1
778163,2025-04-26,Los Angeles Dodgers,Pittsburgh Pirates,1,8,4
778163,2025-04-26,Pittsburgh Pirates,Los Angeles Dodgers,0,4,8
778154,2025-04-26,Seattle Mariners,Miami Marlins,1,14,0
778154,2025-04-26,Miami Marlins,Seattle Mariners,0,0,14
778153,2025-04-27,Washington Nationals,New York Mets,1,8,7
778153,2025-04-27,New York Mets,Washington Nationals,0,7,8
778156,2025-04-27,New York Yankees,Toronto Blue Jays,1,11,2
778156,2025-04-27,Toronto Blue Jays,New York Yankees,0,2,11
778170,2025-04-27,New York Yankees,Toronto Blue Jays,1,5,1
778170,2025-04-27,Toronto Blue Jays,New York Yankees,0,1,5
778157,2025-04-27,Cleveland Guardians,Boston Red Sox,1,3,13
778157,2025-04-27,Boston Red Sox,Cleveland Guardians,0,13,3
778155,2025-04-27,Detroit Tigers,Baltimore Orioles,1,7,0
778155,2025-04-27,Baltimore Orioles,Detroit Tigers,0,0,7
778144,2025-04-27,Minnesota Twins,Los Angeles Angels,1,5,0
778144,2025-04-27,Los Angeles Angels,Minnesota Twins,0,0,5
778152,2025-04-27,Kansas City Royals,Houston Astros,1,3,7
778152,2025-04-27,Houston Astros,Kansas City Royals,0,7,3
778150,2025-04-27,St. Louis Cardinals,Milwaukee Brewers,1,1,7
778150,2025-04-27,Milwaukee Brewers,St. Louis Cardinals,0,7,1
778148,2025-04-27,Colorado Rockies,Cincinnati Reds,1,1,8
778148,2025-04-27,Cincinnati Reds,Colorado Rockies,0,8,1
778151,2025-04-27,San Francisco Giants,Texas Rangers,1,3,2
778151,2025-04-27,Texas Rangers,San Francisco Giants,0,2,3
778149,2025-04-27,Athletics,Chicago White Sox,1,3,2
778149,2025-04-27,Chicago White Sox,Athletics,0,2,3
778145,2025-04-27,Los Angeles Dodgers,Pittsburgh Pirates,1,9,2
778145,2025-04-27,Pittsburgh Pirates,Los Angeles Dodgers,0,2,9
778146,2025-04-27,San Diego Padres,Tampa Bay Rays,1,2,4
778146,2025-04-27,Tampa Bay Rays,San Diego Padres,0,4,2
778147,2025-04-27,Arizona Diamondbacks,Atlanta Braves,1,6,4
778147,2025-04-27,Atlanta Braves,Arizona Diamondbacks,0,4,6
778136,2025-04-27,Seattle Mariners,Miami Marlins,1,7,6
778136,2025-04-27,Miami Marlins,Seattle Mariners,0,6,7
778158,2025-04-27,Chicago Cubs,Philadelphia Phillies,1,1,3
778158,2025-04-27,Philadelphia Phillies,Chicago Cubs,0,3,1
778138,2025-04-28,Washington Nationals,New York Mets,1,5,19
778138,2025-04-28,New York Mets,Washington Nationals,0,19,5
778139,2025-04-28,Cleveland Guardians,Minnesota Twins,1,1,11
778139,2025-04-28,Minnesota Twins,Cleveland Guardians,0,11,1
778140,2025-04-28,Baltimore Orioles,New York Yankees,1,4,3
778140,2025-04-28,New York Yankees,Baltimore Orioles,0,3,4
778141,2025-04-28,Cincinnati Reds,St. Louis Cardinals,1,3,1
778141,2025-04-28,St. Louis Cardinals,Cincinnati Reds,0,1,3
778143,2025-04-28,Texas Rangers,Athletics,1,1,2
778143,2025-04-28,Athletics,Texas Rangers,0,2,1
778142,2025-04-28,Houston Astros,Detroit Tigers,1,8,5
778142,2025-04-28,Detroit Tigers,Houston Astros,0,5,8
778137,2025-04-28,Colorado Rockies,Atlanta Braves,1,3,6
778137,2025-04-28,Atlanta Braves,Colorado Rockies,0,6,3
778132,2025-04-28,Los Angeles Dodgers,Miami Marlins,1,7,6
778132,2025-04-28,Miami Marlins,Los Angeles Dodgers,0,6,7
778129,2025-04-29,Cleveland Guardians,Minnesota Twins,1,2,1
778129,2025-04-29,Minnesota Twins,Cleveland Guardians,0,1,2
778133,2025-04-29,Baltimore Orioles,New York Yankees,1,3,15
778133,2025-04-29,New York Yankees,Baltimore Orioles,0,15,3
778135,2025-04-29,Pittsburgh Pirates,Chicago Cubs,1,0,9
778135,2025-04-29,Chicago Cubs,Pittsburgh Pirates,0,9,0
778131,2025-04-29,Philadelphia Phillies,Washington Nationals,1,7,6
778131,2025-04-29,Washington Nationals,Philadelphia Phillies,0,6,7
778128,2025-04-29,Tampa Bay Rays,Kansas City Royals,1,1,3
778128,2025-04-29,Kansas City Royals,Tampa Bay Rays,0,3,1
778127,2025-04-29,Toronto Blue Jays,Boston Red Sox,1,2,10
778127,2025-04-29,Boston Red Sox,Toronto Blue Jays,0,10,2
778130,2025-04-29,New York Mets,Arizona Diamondbacks,1,8,3
778130,2025-04-29,Arizona Diamondbacks,New York Mets,0,3,8
778125,2025-04-29,Chicago White Sox,Milwaukee Brewers,1,2,7
778125,2025-04-29,Milwaukee Brewers,Chicago White Sox,0,7,2
778122,2025-04-29,Texas Rangers,Athletics,1,15,2
778122,2025-04-29,Athletics,Texas Rangers,0,2,15
778124,2025-04-29,Houston Astros,Detroit Tigers,1,6,4
778124,2025-04-29,Detroit Tigers,Houston Astros,0,4,6
778120,2025-04-29,Colorado Rockies,Atlanta Braves,1,2,8
778120,2025-04-29,Atlanta Braves,Colorado Rockies,0,8,2
778121,2025-04-29,Seattle Mariners,Los Angeles Angels,1,5,3
778121,2025-04-29,Los Angeles Angels,Seattle Mariners,0,3,5
778126,2025-04-29,San Diego Padres,San Francisco Giants,1,7,4
778126,2025-04-29,San Francisco Giants,San Diego Padres,0,4,7
778123,2025-04-29,Los Angeles Dodgers,Miami Marlins,1,15,2
778123,2025-04-29,Miami Marlins,Los Angeles Dodgers,0,2,15
778134,2025-04-30,Cincinnati Reds,St. Louis Cardinals,1,0,6
778134,2025-04-30,St. Louis Cardinals,Cincinnati Reds,0,6,0
778119,2025-04-30,Cincinnati Reds,St. Louis Cardinals,1,1,9
778119,2025-04-30,St. Louis Cardinals,Cincinnati Reds,0,9,1
778110,2025-04-30,Houston Astros,Detroit Tigers,1,4,7
778110,2025-04-30,Detroit Tigers,Houston Astros,0,7,4
778102,2025-04-30,Colorado Rockies,Atlanta Braves,1,2,1
778102,2025-04-30,Atlanta Braves,Colorado Rockies,0,1,2
778109,2025-04-30,Los Angeles Dodgers,Miami Marlins,1,12,7
778109,2025-04-30,Miami Marlins,Los Angeles Dodgers,0,7,12
778104,2025-04-30,Seattle Mariners,Los Angeles Angels,1,9,3
778104,2025-04-30,Los Angeles Angels,Seattle Mariners,0,3,9
778105,2025-04-30,San Diego Padres,San Francisco Giants,1,5,3
778105,2025-04-30,San Francisco Giants,San Diego Padres,0,3,5
778116,2025-04-30,Cleveland Guardians,Minnesota Twins,1,4,2
778116,2025-04-30,Minnesota Twins,Cleveland Guardians,0,2,4
778115,2025-04-30,Baltimore Orioles,New York Yankees,1,5,4
778115,2025-04-30,New York Yankees,Baltimore Orioles,0,4,5
778112,2025-04-30,Pittsburgh Pirates,Chicago Cubs,1,4,3
778112,2025-04-30,Chicago Cubs,Pittsburgh Pirates,0,3,4
778118,2025-04-30,Philadelphia Phillies,Washington Nationals,1,7,2
778118,2025-04-30,Washington Nationals,Philadelphia Phillies,0,2,7
778113,2025-04-30,Tampa Bay Rays,Kansas City Royals,1,0,3
778113,2025-04-30,Kansas City Royals,Tampa Bay Rays,0,3,0
778114,2025-04-30,Toronto Blue Jays,Boston Red Sox,1,7,6
778114,2025-04-30,Boston Red Sox,Toronto Blue Jays,0,6,7
778117,2025-04-30,New York Mets,Arizona Diamondbacks,1,3,4
778117,2025-04-30,Arizona Diamondbacks,New York Mets,0,4,3
778111,2025-04-30,Chicago White Sox,Milwaukee Brewers,1,4,6
778111,2025-04-30,Milwaukee Brewers,Chicago White Sox,0,6,4
778106,2025-04-30,Texas Rangers,Athletics,1,1,7
778106,2025-04-30,Athletics,Texas Rangers,0,7,1
778100,2025-05-01,Pittsburgh Pirates,Chicago Cubs,1,3,8
778100,2025-05-01,Chicago Cubs,Pittsburgh Pirates,0,8,3
778107,2025-05-01,Cincinnati Reds,St. Louis Cardinals,1,9,1
778107,2025-05-01,St. Louis Cardinals,Cincinnati Reds,0,1,9
778103,2025-05-01,New York Mets,Arizona Diamondbacks,1,2,4
778103,2025-05-01,Arizona Diamondbacks,New York Mets,0,4,2
778097,2025-05-01,Tampa Bay Rays,Kansas City Royals,1,2,8
778097,2025-05-01,Kansas City Royals,Tampa Bay Rays,0,8,2
778108,2025-05-01,Cleveland Guardians,Minnesota Twins,1,4,3
778108,2025-05-01,Minnesota Twins,Cleveland Guardians,0,3,4
778094,2025-05-01,Chicago White Sox,Milwaukee Brewers,1,8,0
778094,2025-05-01,Milwaukee Brewers,Chicago White Sox,0,0,8
778096,2025-05-01,Texas Rangers,Athletics,1,0,3
778096,2025-05-01,Athletics,Texas Rangers,0,3,0
778099,2025-05-01,Philadelphia Phillies,Washington Nationals,1,2,4
778099,2025-05-01,Washington Nationals,Philadelphia Phillies,0,4,2
778095,2025-05-01,Toronto Blue Jays,Boston Red Sox,1,4,2
778095,2025-05-01,Boston Red Sox,Toronto Blue Jays,0,2,4
778101,2025-05-01,Los Angeles Angels,Detroit Tigers,1,4,10
778101,2025-05-01,Detroit Tigers,Los Angeles Angels,0,10,4
778098,2025-05-01,San Francisco Giants,Colorado Rockies,1,3,4
778098,2025-05-01,Colorado Rockies,San Francisco Giants,0,4,3
778087,2025-05-02,Cincinnati Reds,Washington Nationals,1,6,1
778087,2025-05-02,Washington Nationals,Cincinnati Reds,0,1,6
778090,2025-05-02,Pittsburgh Pirates,San Diego Padres,1,4,9
778090,2025-05-02,San Diego Padres,Pittsburgh Pirates,0,9,4
778086,2025-05-02,Philadelphia Phillies,Arizona Diamondbacks,1,3,2
778086,2025-05-02,Arizona Diamondbacks,Philadelphia Phillies,0,2,3
778093,2025-05-02,Baltimore Orioles,Kansas City Royals,1,3,0
778093,2025-05-02,Kansas City Royals,Baltimore Orioles,0,0,3
778088,2025-05-02,New York Yankees,Tampa Bay Rays,1,3,0
778088,2025-05-02,Tampa Bay Rays,New York Yankees,0,0,3
778081,2025-05-02,Toronto Blue Jays,Cleveland Guardians,1,5,3
778081,2025-05-02,Cleveland Guardians,Toronto Blue Jays,0,3,5
778089,2025-05-02,Boston Red Sox,Minnesota Twins,1,6,1
778089,2025-05-02,Minnesota Twins,Boston Red Sox,0,1,6
778091,2025-05-02,Miami Marlins,Athletics,1,1,6
778091,2025-05-02,Athletics,Miami Marlins,0,6,1
778092,2025-05-02,Atlanta Braves,Los Angeles Dodgers,1,1,2
778092,2025-05-02,Los Angeles Dodgers,Atlanta Braves,0,2,1
778079,2025-05-02,Chicago White Sox,Houston Astros,1,7,3
778079,2025-05-02,Houston Astros,Chicago White Sox,0,3,7
778083,2025-05-02,Texas Rangers,Seattle Mariners,1,1,13
778083,2025-05-02,Seattle Mariners,Texas Rangers,0,13,1
778080,2025-05-02,Milwaukee Brewers,Chicago Cubs,1,0,10
778080,2025-05-02,Chicago Cubs,Milwaukee Brewers,0,10,0
778084,2025-05-02,St. Louis Cardinals,New York Mets,1,3,9
778084,2025-05-02,New York Mets,St. Louis Cardinals,0,9,3
778085,2025-05-02,Los Angeles Angels,Detroit Tigers,1,1,9
778085,2025-05-02,Detroit Tigers,Los Angeles Angels,0,9,1
778082,2025-05-02,San Francisco Giants,Colorado Rockies,1,4,0
778082,2025-05-02,Colorado Rockies,San Francisco Giants,0,0,4
778074,2025-05-03,New York Yankees,Tampa Bay Rays,1,2,3
778074,2025-05-03,Tampa Bay Rays,New York Yankees,0,3,2
778066,2025-05-03,Chicago White Sox,Houston Astros,1,3,8
778066,2025-05-03,Houston Astros,Chicago White Sox,0,8,3
778064,2025-05-03,Toronto Blue Jays,Cleveland Guardians,1,3,5
778064,2025-05-03,Cleveland Guardians,Toronto Blue Jays,0,5,3
778065,2025-05-03,Pittsburgh Pirates,San Diego Padres,1,1,2
778065,2025-05-03,San Diego Padres,Pittsburgh Pirates,0,2,1
778069,2025-05-03,San Francisco Giants,Colorado Rockies,1,6,3
778069,2025-05-03,Colorado Rockies,San Francisco Giants,0,3,6
778073,2025-05-03,Boston Red Sox,Minnesota Twins,1,3,4
778073,2025-05-03,Minnesota Twins,Boston Red Sox,0,4,3
778075,2025-05-03,Miami Marlins,Athletics,1,9,6
778075,2025-05-03,Athletics,Miami Marlins,0,6,9
778078,2025-05-03,Philadelphia Phillies,Arizona Diamondbacks,1,7,2
778078,2025-05-03,Arizona Diamondbacks,Philadelphia Phillies,0,2,7
778077,2025-05-03,Cincinnati Reds,Washington Nationals,1,6,11
778077,2025-05-03,Washington Nationals,Cincinnati Reds,0,11,6
778070,2025-05-03,Texas Rangers,Seattle Mariners,1,1,2
778070,2025-05-03,Seattle Mariners,Texas Rangers,0,2,1
778071,2025-05-03,Milwaukee Brewers,Chicago Cubs,1,2,6
778071,2025-05-03,Chicago Cubs,Milwaukee Brewers,0,6,2
778072,2025-05-03,Baltimore Orioles,Kansas City Royals,1,0,4
778072,2025-05-03,Kansas City Royals,Baltimore Orioles,0,4,0
778076,2025-05-03,Atlanta Braves,Los Angeles Dodgers,1,3,10
778076,2025-05-03,Los Angeles Dodgers,Atlanta Braves,0,10,3
778067,2025-05-03,Los Angeles Angels,Detroit Tigers,1,5,2
778067,2025-05-03,Detroit Tigers,Los Angeles Angels,0,2,5
778053,2025-05-04,St. Louis Cardinals,New York Mets,1,6,5
778053,2025-05-04,New York Mets,St. Louis Cardinals,0,5,6
778068,2025-05-04,St. Louis Cardinals,New York Mets,1,5,4
778068,2025-05-04,New York Mets,St. Louis Cardinals,0,4,5
778062,2025-05-04,Baltimore Orioles,Kansas City Royals,1,6,11
778062,2025-05-04,Kansas City Royals,Baltimore Orioles,0,11,6
778051,2025-05-04,Pittsburgh Pirates,San Diego Padres,1,0,4
778051,2025-05-04,San Diego Padres,Pittsburgh Pirates,0,4,0
778063,2025-05-04,Boston Red Sox,Minnesota Twins,1,4,5
778063,2025-05-04,Minnesota Twins,Boston Red Sox,0,5,4
778057,2025-05-04,New York Yankees,Tampa Bay Rays,1,5,7
778057,2025-05-04,Tampa Bay Rays,New York Yankees,0,7,5
778056,2025-05-04,Toronto Blue Jays,Cleveland Guardians,1,4,5
778056,2025-05-04,Cleveland Guardians,Toronto Blue Jays,0,5,4
778061,2025-05-04,Miami Marlins,Athletics,1,2,3
778061,2025-05-04,Athletics,Miami Marlins,0,3,2
778059,2025-05-04,Philadelphia Phillies,Arizona Diamondbacks,1,9,11
778059,2025-05-04,Arizona Diamondbacks,Philadelphia Phillies,0,11,9
778055,2025-05-04,Chicago White Sox,Houston Astros,1,5,4
778055,2025-05-04,Houston Astros,Chicago White Sox,0,4,5
778054,2025-05-04,Milwaukee Brewers,Chicago Cubs,1,4,0
778054,2025-05-04,Chicago Cubs,Milwaukee Brewers,0,0,4
778052,2025-05-04,Texas Rangers,Seattle Mariners,1,8,1
778052,2025-05-04,Seattle Mariners,Texas Rangers,0,1,8
778048,2025-05-04,San Francisco Giants,Colorado Rockies,1,9,3
778048,2025-05-04,Colorado Rockies,San Francisco Giants,0,3,9
778050,2025-05-04,Los Angeles Angels,Detroit Tigers,1,1,13
778050,2025-05-04,Detroit Tigers,Los Angeles Angels,0,13,1
778058,2025-05-04,Cincinnati Reds,Washington Nationals,1,1,4
778058,2025-05-04,Washington Nationals,Cincinnati Reds,0,4,1
778060,2025-05-04,Atlanta Braves,Los Angeles Dodgers,1,4,3
778060,2025-05-04,Los Angeles Dodgers,Atlanta Braves,0,3,4
778047,2025-05-05,Miami Marlins,Los Angeles Dodgers,1,4,7
778047,2025-05-05,Los Angeles Dodgers,Miami Marlins,0,7,4
778045,2025-05-05,New York Yankees,San Diego Padres,1,3,4
778045,2025-05-05,San Diego Padres,New York Yankees,0,4,3
778049,2025-05-05,Atlanta Braves,Cincinnati Reds,1,4,0
778049,2025-05-05,Cincinnati Reds,Atlanta Braves,0,0,4
778044,2025-05-05,Chicago Cubs,San Francisco Giants,1,9,2
778044,2025-05-05,San Francisco Giants,Chicago Cubs,0,2,9
778043,2025-05-05,Kansas City Royals,Chicago White Sox,1,3,0
778043,2025-05-05,Chicago White Sox,Kansas City Royals,0,0,3
778042,2025-05-05,Milwaukee Brewers,Houston Astros,1,5,1
778042,2025-05-05,Houston Astros,Milwaukee Brewers,0,1,5
778036,2025-05-05,St. Louis Cardinals,Pittsburgh Pirates,1,6,3
778036,2025-05-05,Pittsburgh Pirates,St. Louis Cardinals,0,3,6
778039,2025-05-05,Arizona Diamondbacks,New York Mets,1,4,5
778039,2025-05-05,New York Mets,Arizona Diamondbacks,0,5,4
778038,2025-05-05,Athletics,Seattle Mariners,1,7,6
778038,2025-05-05,Seattle Mariners,Athletics,0,6,7
778026,2025-05-06,Washington Nationals,Cleveland Guardians,1,10,9
778026,2025-05-06,Cleveland Guardians,Washington Nationals,0,9,10
778046,2025-05-06,Washington Nationals,Cleveland Guardians,1,1,9
778046,2025-05-06,Cleveland Guardians,Washington Nationals,0,9,1
778035,2025-05-06,Miami Marlins,Los Angeles Dodgers,1,5,4
778035,2025-05-06,Los Angeles Dodgers,Miami Marlins,0,4,5
778037,2025-05-06,Boston Red Sox,Texas Rangers,1,1,6
778037,2025-05-06,Texas Rangers,Boston Red Sox,0,6,1
778040,2025-05-06,Tampa Bay Rays,Philadelphia Phillies,1,4,8
778040,2025-05-06,Philadelphia Phillies,Tampa Bay Rays,0,8,4
778041,2025-05-06,New York Yankees,San Diego Padres,1,12,3
778041,2025-05-06,San Diego Padres,New York Yankees,0,3,12
778034,2025-05-06,Atlanta Braves,Cincinnati Reds,1,2,1
778034,2025-05-06,Cincinnati Reds,Atlanta Braves,0,1,2
778027,2025-05-06,Chicago Cubs,San Francisco Giants,1,5,14
778027,2025-05-06,San Francisco Giants,Chicago Cubs,0,14,5
778028,2025-05-06,Minnesota Twins,Baltimore Orioles,1,9,1
778028,2025-05-06,Baltimore Orioles,Minnesota Twins,0,1,9
778033,2025-05-06,Kansas City Royals,Chicago White Sox,1,4,3
778033,2025-05-06,Chicago White Sox,Kansas City Royals,0,3,4
778031,2025-05-06,Milwaukee Brewers,Houston Astros,1,4,3
778031,2025-05-06,Houston Astros,Milwaukee Brewers,0,3,4
778030,2025-05-06,St. Louis Cardinals,Pittsburgh Pirates,1,2,1
778030,2025-05-06,Pittsburgh Pirates,St. Louis Cardinals,0,1,2
778025,2025-05-06,Los Angeles Angels,Toronto Blue Jays,1,8,3
778025,2025-05-06,Toronto Blue Jays,Los Angeles Angels,0,3,8
778032,2025-05-06,Arizona Diamondbacks,New York Mets,1,5,1
778032,2025-05-06,New York Mets,Arizona Diamondbacks,0,1,5
778024,2025-05-06,Athletics,Seattle Mariners,1,3,5
778024,2025-05-06,Seattle Mariners,Athletics,0,5,3
778022,2025-05-07,Washington Nationals,Cleveland Guardians,1,6,8
778022,2025-05-07,Cleveland Guardians,Washington Nationals,0,8,6
778015,2025-05-07,Milwaukee Brewers,Houston Astros,1,1,9
778015,2025-05-07,Houston Astros,Milwaukee Brewers,0,9,1
778016,2025-05-07,St. Louis Cardinals,Pittsburgh Pirates,1,5,0
778016,2025-05-07,Pittsburgh Pirates,St. Louis Cardinals,0,0,5
778020,2025-05-07,Chicago Cubs,San Francisco Giants,1,1,3
778020,2025-05-07,San Francisco Giants,Chicago Cubs,0,3,1
778010,2025-05-07,Athletics,Seattle Mariners,1,5,6
778010,2025-05-07,Seattle Mariners,Athletics,0,6,5
778014,2025-05-07,Arizona Diamondbacks,New York Mets,1,1,7
778014,2025-05-07,New York Mets,Arizona Diamondbacks,0,7,1
778017,2025-05-07,Miami Marlins,Los Angeles Dodgers,1,1,10
778017,2025-05-07,Los Angeles Dodgers,Miami Marlins,0,10,1
778018,2025-05-07,Boston Red Sox,Texas Rangers,1,6,4
778018,2025-05-07,Texas Rangers,Boston Red Sox,0,4,6
778021,2025-05-07,Tampa Bay Rays,Philadelphia Phillies,1,0,7
778021,2025-05-07,Philadelphia Phillies,Tampa Bay Rays,0,7,0
778019,2025-05-07,New York Yankees,San Diego Padres,1,4,3
778019,2025-05-07,San Diego Padres,New York Yankees,0,3,4
778023,2025-05-07,Atlanta Braves,Cincinnati Reds,1,3,4
778023,2025-05-07,Cincinnati Reds,Atlanta Braves,0,4,3
778011,2025-05-07,Minnesota Twins,Baltimore Orioles,1,5,2
778011,2025-05-07,Baltimore Orioles,Minnesota Twins,0,2,5
778012,2025-05-07,Kansas City Royals,Chicago White Sox,1,2,1
778012,2025-05-07,Chicago White Sox,Kansas City Royals,0,1,2
778013,2025-05-07,Colorado Rockies,Detroit Tigers,1,6,8
778013,2025-05-07,Detroit Tigers,Colorado Rockies,0,8,6
778009,2025-05-07,Los Angeles Angels,Toronto Blue Jays,1,5,4
778009,2025-05-07,Toronto Blue Jays,Los Angeles Angels,0,4,5
778007,2025-05-08,Minnesota Twins,Baltimore Orioles,1,5,2
778007,2025-05-08,Baltimore Orioles,Minnesota Twins,0,2,5
778006,2025-05-08,Boston Red Sox,Texas Rangers,1,5,0
778006,2025-05-08,Texas Rangers,Boston Red Sox,0,0,5
778008,2025-05-08,Kansas City Royals,Chicago White Sox,1,10,0
778008,2025-05-08,Chicago White Sox,Kansas City Royals,0,0,10
778004,2025-05-08,Colorado Rockies,Detroit Tigers,1,2,10
778004,2025-05-08,Detroit Tigers,Colorado Rockies,0,10,2
778029,2025-05-08,Colorado Rockies,Detroit Tigers,1,1,11
778029,2025-05-08,Detroit Tigers,Colorado Rockies,0,11,1
778005,2025-05-08,Tampa Bay Rays,Philadelphia Phillies,1,6,7
778005,2025-05-08,Philadelphia Phillies,Tampa Bay Rays,0,7,6
778003,2025-05-08,Atlanta Braves,Cincinnati Reds,1,5,4
778003,2025-05-08,Cincinnati Reds,Atlanta Braves,0,4,5
778000,2025-05-08,Los Angeles Angels,Toronto Blue Jays,1,5,8
778000,2025-05-08,Toronto Blue Jays,Los Angeles Angels,0,8,5
777999,2025-05-08,Arizona Diamondbacks,Los Angeles Dodgers,1,5,3
777999,2025-05-08,Los Angeles Dodgers,Arizona Diamondbacks,0,3,5
777996,2025-05-09,Detroit Tigers,Texas Rangers,1,2,1
777996,2025-05-09,Texas Rangers,Detroit Tigers,0,1,2
777998,2025-05-09,Pittsburgh Pirates,Atlanta Braves,1,3,2
777998,2025-05-09,Atlanta Braves,Pittsburgh Pirates,0,2,3
777995,2025-05-09,Washington Nationals,St. Louis Cardinals,1,0,10
777995,2025-05-09,St. Louis Cardinals,Washington Nationals,0,10,0
778002,2025-05-09,Tampa Bay Rays,Milwaukee Brewers,1,4,3
778002,2025-05-09,Milwaukee Brewers,Tampa Bay Rays,0,3,4
778001,2025-05-09,New York Mets,Chicago Cubs,1,7,2
778001,2025-05-09,Chicago Cubs,New York Mets,0,2,7
777997,2025-05-09,Cleveland Guardians,Philadelphia Phillies,1,6,0
777997,2025-05-09,Philadelphia Phillies,Cleveland Guardians,0,0,6
777990,2025-05-09,Kansas City Royals,Boston Red Sox,1,2,1
777990,2025-05-09,Boston Red Sox,Kansas City Royals,0,1,2
777991,2025-05-09,Chicago White Sox,Miami Marlins,1,6,2
777991,2025-05-09,Miami Marlins,Chicago White Sox,0,2,6
777989,2025-05-09,Houston Astros,Cincinnati Reds,1,3,0
777989,2025-05-09,Cincinnati Reds,Houston Astros,0,0,3
777992,2025-05-09,Minnesota Twins,San Francisco Giants,1,3,1
777992,2025-05-09,San Francisco Giants,Minnesota Twins,0,1,3
777993,2025-05-09,Colorado Rockies,San Diego Padres,1,9,13
777993,2025-05-09,San Diego Padres,Colorado Rockies,0,13,9
777986,2025-05-09,Los Angeles Angels,Baltimore Orioles,1,1,4
777986,2025-05-09,Baltimore Orioles,Los Angeles Angels,0,4,1
777988,2025-05-09,Arizona Diamondbacks,Los Angeles Dodgers,1,11,14
777988,2025-05-09,Los Angeles Dodgers,Arizona Diamondbacks,0,14,11
777984,2025-05-09,Seattle Mariners,Toronto Blue Jays,1,3,6
777984,2025-05-09,Toronto Blue Jays,Seattle Mariners,0,6,3
777994,2025-05-09,Athletics,New York Yankees,1,2,10
777994,2025-05-09,New York Yankees,Athletics,0,10,2
777980,2025-05-10,Washington Nationals,St. Louis Cardinals,1,2,4
777980,2025-05-10,St. Louis Cardinals,Washington Nationals,0,4,2
777985,2025-05-10,Pittsburgh Pirates,Atlanta Braves,1,2,3
777985,2025-05-10,Atlanta Braves,Pittsburgh Pirates,0,3,2
777972,2025-05-10,Athletics,New York Yankees,1,11,7
777972,2025-05-10,New York Yankees,Athletics,0,7,11
777981,2025-05-10,Tampa Bay Rays,Milwaukee Brewers,1,3,2
777981,2025-05-10,Milwaukee Brewers,Tampa Bay Rays,0,2,3
777987,2025-05-10,Detroit Tigers,Texas Rangers,1,3,10
777987,2025-05-10,Texas Rangers,Detroit Tigers,0,10,3
777983,2025-05-10,Cleveland Guardians,Philadelphia Phillies,1,1,7
777983,2025-05-10,Philadelphia Phillies,Cleveland Guardians,0,7,1
777979,2025-05-10,Houston Astros,Cincinnati Reds,1,9,13
777979,2025-05-10,Cincinnati Reds,Houston Astros,0,13,9
777977,2025-05-10,Kansas City Royals,Boston Red Sox,1,1,10
777977,2025-05-10,Boston Red Sox,Kansas City Royals,0,10,1
777978,2025-05-10,Chicago White Sox,Miami Marlins,1,1,3
777978,2025-05-10,Miami Marlins,Chicago White Sox,0,3,1
777982,2025-05-10,New York Mets,Chicago Cubs,1,5,6
777982,2025-05-10,Chicago Cubs,New York Mets,0,6,5
777974,2025-05-10,Minnesota Twins,San Francisco Giants,1,2,1
777974,2025-05-10,San Francisco Giants,Minnesota Twins,0,1,2
777975,2025-05-10,Arizona Diamondbacks,Los Angeles Dodgers,1,3,0
777975,2025-05-10,Los Angeles Dodgers,Arizona Diamondbacks,0,0,3
777976,2025-05-10,Colorado Rockies,San Diego Padres,1,0,21
777976,2025-05-10,San Diego Padres,Colorado Rockies,0,21,0
777973,2025-05-10,Los Angeles Angels,Baltimore Orioles,1,5,2
777973,2025-05-10,Baltimore Orioles,Los Angeles Angels,0,2,5
777970,2025-05-10,Seattle Mariners,Toronto Blue Jays,1,3,6
777970,2025-05-10,Toronto Blue Jays,Seattle Mariners,0,6,3
777968,2025-05-11,New York Mets,Chicago Cubs,1,6,2
777968,2025-05-11,Chicago Cubs,New York Mets,0,2,6
777962,2025-05-11,Washington Nationals,St. Louis Cardinals,1,1,6
777962,2025-05-11,St. Louis Cardinals,Washington Nationals,0,6,1
